ethnicity,HH7,CL13,CL2,FCD2H,FCD2E,FCD2D,FCD2A,WB4,WB6A,VT22A,VT22B,VT20,VT21,VT1,VT22X,MA2,MA3,MSTATUS,AF10,LS1,LS3,LS4,CSURV,HC5,HC4,WS7,WS1,WS11,WS14,child_depression
Lomwe,South,5.0,False,NO,YES,YES,YES,39.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,46.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,7.0,True,NO,NO,NO,YES,32.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,WORSE,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Chewa,South,5.0,False,YES,NO,YES,NO,30.0,PRIMARY,YES,NO,SAFE,SAFE,NO,NO,62.0,NO,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Lomwe,South,6.0,True,,,,,37.0,PRIMARY,YES,NO,SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,5.0,True,,,,,33.0,PRIMARY,NO,NO,VERY UNSAFE,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Chewa,South,6.0,False,NO,NO,NO,YES,27.0,PRIMARY,NO,NO,VERY UNSAFE,SAFE,NO,NO,42.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Other ethnicity,South,0.0,False,YES,NO,NO,NO,31.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,46.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,WORSENED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Lomwe,South,,False,NO,NO,YES,NO,44.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,45.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Lomwe,South,8.0,False,NO,NO,NO,NO,48.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,10.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Lomwe,South,0.0,False,YES,NO,YES,NO,31.0,LOWER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,1.0
Chewa,South,2.0,True,,,,,22.0,LOWER SECONDARY,NO,NO,VERY UNSAFE,SAFE,NO,NO,25.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,1.0
Yao,South,,False,NO,YES,NO,YES,25.0,UPPER SECONDARY,NO,NO,VERY UNSAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,3.0,False,NO,NO,NO,NO,38.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,43.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,0.0,False,YES,NO,YES,NO,47.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,0.0
Chewa,South,5.0,True,NO,NO,YES,YES,48.0,PRIMARY,YES,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,53.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,0.0,False,YES,YES,YES,YES,32.0,UPPER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Chewa,South,0.0,False,YES,YES,YES,YES,31.0,UPPER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,31.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,0.0,False,YES,NO,NO,NO,44.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,52.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,5.0,True,,,,,46.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,51.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,7.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Lomwe,South,0.0,True,YES,YES,YES,YES,33.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Lomwe,South,5.0,False,NO,NO,NO,YES,44.0,LOWER SECONDARY,YES,NO,VERY UNSAFE,SAFE,NO,YES,43.0,NO,Currently married/in union,A LOT OF DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Chewa,South,15.0,False,NO,NO,YES,NO,35.0,LOWER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Lomwe,South,4.0,False,NO,YES,NO,YES,48.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,58.0,NO,Currently married/in union,A LOT OF DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,4.0,False,NO,NO,NO,NO,22.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,27.0,NO,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Chewa,South,10.0,False,NO,YES,YES,NO,25.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,OTHER,ELSEWHERE,1.0
Lomwe,South,0.0,False,YES,NO,NO,YES,23.0,PRIMARY,YES,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,24.0,NO,Currently married/in union,SOME DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,WORSE,1.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,OTHER,ELSEWHERE,1.0
Yao,South,5.0,True,NO,NO,NO,YES,29.0,PRIMARY,NO,NO,VERY UNSAFE,VERY SAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,0.0,True,YES,YES,YES,YES,43.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,1.0,False,YES,NO,YES,YES,28.0,UPPER SECONDARY,NO,NO,SAFE,VERY SAFE,NO,NO,32.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,South,5.0,True,,,,,47.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,62.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,0.0,False,YES,YES,YES,YES,45.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Lomwe,South,2.0,True,,,,,30.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,2.0,True,NO,NO,NO,NO,38.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,5.0,False,,,,,40.0,PRIMARY,YES,NO,SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,WORSENED,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,6.0,True,,,,,44.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,WORSE,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Chewa,South,0.0,False,NO,NO,NO,NO,31.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,50.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,0.0,False,NO,NO,YES,NO,28.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,29.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,South,8.0,True,YES,YES,YES,YES,42.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,56.0,NO,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,0.0,False,NO,NO,NO,NO,34.0,NoSchool,NO,YES,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,WORSE,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,2.0,False,NO,YES,NO,YES,39.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,39.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Chewa,South,2.0,True,NO,NO,NO,YES,25.0,PRIMARY,YES,NO,UNSAFE,SAFE,NO,YES,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,,1.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Chewa,South,3.0,False,NO,NO,YES,NO,39.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,43.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,,6.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Chewa,South,3.0,False,NO,NO,YES,YES,31.0,HIGHER,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,31.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,South,2.0,False,NO,NO,NO,NO,39.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,57.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,8.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Chewa,South,4.0,True,NO,NO,NO,NO,26.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,23.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,WORSE,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Lomwe,South,1.0,False,NO,YES,YES,NO,31.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,WORSENED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,OTHER,IN OWN YARD / PLOT,1.0
Lomwe,South,1.0,False,NO,YES,YES,NO,36.0,LOWER SECONDARY,YES,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Chewa,South,3.0,False,NO,YES,YES,NO,29.0,LOWER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,WORSE,4.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,OTHER,ELSEWHERE,1.0
Yao,South,4.0,True,,,,,36.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,56.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,28.0,False,YES,NO,NO,NO,34.0,LOWER SECONDARY,YES,YES,SAFE,SAFE,NO,YES,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,OTHER,ELSEWHERE,1.0
Yao,South,10.0,False,NO,YES,YES,YES,33.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,34.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Chewa,South,1.0,True,NO,NO,NO,NO,47.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,63.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,WORSE,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Chewa,South,14.0,True,,,,,41.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,49.0,NO,Currently married/in union,A LOT OF DIFFICULTY,VERY HAPPY,WORSENED,WORSE,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,South,2.0,False,NO,YES,YES,YES,43.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,WORSE,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Chewa,South,2.0,False,YES,YES,YES,NO,35.0,PRIMARY,YES,YES,NEVER WALK ALONE AFTER DARK,SAFE,YES,NO,52.0,NO,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Yao,South,7.0,False,YES,YES,YES,YES,38.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,7.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,1.0
Other ethnicity,South,3.0,False,NO,YES,NO,YES,26.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,29.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,10.0,True,NO,YES,YES,YES,47.0,NoSchool,NO,NO,SAFE,VERY SAFE,NO,NO,55.0,NO,Currently married/in union,A LOT OF DIFFICULTY,SOMEWHAT HAPPY,WORSENED,MORE OR LESS THE SAME,8.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Other ethnicity,South,2.0,True,NO,NO,YES,NO,32.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,29.0,YES,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,South,2.0,False,,,,,32.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,37.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
