ethnicity,HH7,CL13,CL2,FCD2H,FCD2E,FCD2D,FCD2A,WB4,WB6A,VT22A,VT22B,VT20,VT21,VT1,VT22X,MA2,MA3,MSTATUS,AF10,LS1,LS3,LS4,CSURV,HC5,HC4,WS7,WS1,WS11,WS14,child_depression
Lomwe,South,5.0,False,YES,NO,YES,NO,26.0,PRIMARY,YES,NO,UNSAFE,UNSAFE,NO,NO,28.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,3.0,False,YES,NO,YES,NO,45.0,PRIMARY,NO,NO,VERY UNSAFE,VERY UNSAFE,NO,NO,51.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,5.0,False,NO,NO,NO,NO,38.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",SPRING: UNPROTECTED SPRING,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,8.0,True,NO,NO,NO,NO,45.0,PRIMARY,YES,NO,SAFE,VERY SAFE,NO,NO,44.0,YES,Currently married/in union,SOME DIFFICULTY,SOMEWHAT UNHAPPY,WORSENED,WORSE,4.0,THATCH / PALM LEAF,DUNG,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Lomwe,South,7.0,False,NO,NO,YES,NO,34.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,WORSE,5.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE","SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNEL)",PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,10.0,False,NO,NO,YES,NO,29.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,7.0,False,YES,YES,YES,YES,26.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,29.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Yao,South,12.0,False,YES,YES,YES,NO,28.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,27.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Yao,South,14.0,False,YES,NO,YES,NO,43.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,55.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,6.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,0.0,True,NO,NO,YES,NO,25.0,PRIMARY,YES,NO,SAFE,SAFE,YES,NO,29.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,WORSE,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,OTHER,ELSEWHERE,1.0
Lomwe,South,,False,NO,NO,NO,NO,26.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,28.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,MORE OR LESS THE SAME,2.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Yao,South,0.0,True,YES,NO,YES,YES,39.0,PRIMARY,YES,YES,SAFE,SAFE,NO,YES,45.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,OTHER,IN OWN YARD / PLOT,1.0
Chewa,South,12.0,False,NO,YES,YES,YES,38.0,UPPER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,5.0,False,NO,YES,NO,YES,29.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,2.0,False,NO,NO,NO,NO,22.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,0.0
Yao,South,1.0,False,YES,NO,YES,YES,44.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,0.0,False,NO,NO,NO,NO,35.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,NO FACILITY / BUSH / FIELD,,1.0
Yao,South,0.0,False,NO,NO,YES,NO,36.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Yao,South,3.0,True,YES,YES,YES,YES,36.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,8.0,True,YES,YES,YES,NO,35.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,4.0,True,,,,,34.0,PRIMARY,YES,NO,NEVER WALK ALONE AFTER DARK,SAFE,YES,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,4.0,True,NO,YES,YES,YES,44.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Chewa,South,3.0,False,NO,YES,YES,NO,20.0,LOWER SECONDARY,NO,,SAFE,UNSAFE,NO,NO,22.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,0.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN DWELLING,0.0
Chewa,South,8.0,False,NO,NO,NO,YES,25.0,UPPER SECONDARY,YES,NO,SAFE,UNSAFE,NO,YES,,NotApplicable,Never married/in union,SOME DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,BETTER,0.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,5.0,False,,,,,33.0,HIGHER,NO,NO,SAFE,VERY SAFE,NO,NO,41.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,WORSE,3.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,FLUSH / POUR FLUSH: FLUSH TO SEPTIC TANK,IN OWN DWELLING,1.0
Chewa,South,6.0,True,NO,NO,NO,NO,27.0,HIGHER,YES,YES,UNSAFE,UNSAFE,YES,NO,29.0,,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,1.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PIPED TO NEIGHBOUR,FLUSH / POUR FLUSH: FLUSH TO SEPTIC TANK,IN OWN YARD / PLOT,1.0
Yao,South,2.0,True,NO,NO,NO,YES,37.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,49.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,,4.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,1.0
Yao,South,0.0,False,NO,NO,YES,NO,39.0,PRIMARY,YES,NO,NEVER WALK ALONE AFTER DARK,VERY UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,,6.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,NO FACILITY / BUSH / FIELD,,1.0
Yao,South,4.0,True,YES,NO,YES,YES,44.0,NoSchool,NO,NO,SAFE,UNSAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,8.0,True,YES,NO,YES,NO,46.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,,False,NO,NO,NO,NO,,,,,,,,,,,Currently married/in union,,,,,7.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,,False,NO,NO,NO,NO,25.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,30.0,YES,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,1.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,3.0,True,YES,YES,YES,NO,48.0,PRIMARY,NO,NO,SAFE,UNSAFE,NO,NO,52.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,7.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,8.0,False,YES,NO,YES,YES,30.0,PRIMARY,YES,NO,VERY UNSAFE,VERY UNSAFE,NO,NO,37.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,9.0,True,YES,YES,YES,NO,31.0,PRIMARY,NO,NO,VERY UNSAFE,VERY UNSAFE,NO,YES,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,South,7.0,False,YES,YES,YES,YES,32.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,WORSE,3.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Ngoni,South,8.0,True,NO,NO,NO,NO,38.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,39.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,,3.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",DUG WELL: UNPROTECTED WELL,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Other ethnicity,South,6.0,True,NO,NO,YES,YES,45.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,46.0,NO,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",SPRING: UNPROTECTED SPRING,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Yao,South,3.0,False,NO,NO,YES,YES,,,,,,,,,,,Currently married/in union,,,,,7.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Lomwe,South,2.0,False,NO,NO,YES,NO,25.0,PRIMARY,NO,NO,UNSAFE,UNSAFE,NO,NO,34.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,3.0,False,YES,NO,YES,NO,23.0,NoSchool,YES,NO,SAFE,SAFE,YES,NO,28.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,WORSE,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Lomwe,South,7.0,False,YES,NO,YES,YES,,,,,,,,,,NotApplicable,Formerly married/in union,,,,,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Chewa,South,4.0,False,NO,NO,NO,NO,33.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,7.0,False,,,,,45.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,South,8.0,False,YES,NO,NO,NO,38.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,A LOT OF DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,WORSE,3.0,THATCH / PALM LEAF,DUNG,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,0.0
Other ethnicity,South,3.0,False,NO,NO,YES,NO,42.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,46.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,WORSE,7.0,THATCH / PALM LEAF,DUNG,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,,False,NO,YES,YES,YES,19.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,26.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,WORSE,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Chewa,South,7.0,True,YES,YES,YES,NO,22.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,29.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,WORSENED,,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,1.0
Chewa,South,6.0,True,YES,NO,NO,YES,42.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Chewa,South,4.0,True,YES,NO,NO,YES,45.0,PRIMARY,YES,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,47.0,,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Lomwe,South,8.0,True,NO,NO,NO,NO,44.0,PRIMARY,NO,NO,VERY UNSAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,,4.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Chewa,South,5.0,False,YES,YES,YES,YES,29.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,NEVER WALK ALONE AFTER DARK,NO,NO,30.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Yao,South,,False,NO,NO,NO,NO,22.0,PRIMARY,YES,YES,SAFE,SAFE,NO,YES,,NotApplicable,Never married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,1.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,OTHER,ELSEWHERE,0.0
Chewa,South,35.0,True,,,,,26.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT","SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNEL)",PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,2.0,True,NO,NO,NO,NO,,,,,,,,,,NotApplicable,Never married/in union,,,,,0.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Yao,South,0.0,False,NO,YES,YES,YES,34.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,2.0,True,,,,,33.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Lomwe,South,0.0,False,YES,NO,NO,NO,26.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,,False,NO,YES,YES,YES,42.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,South,1.0,False,NO,NO,NO,YES,23.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,25.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,7.0,True,,,,,33.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
